EventTime,Latitude,Longitude,PeakCurrent,Sensors,DegreesFreedom,EllipseAngle,EllipseSemimajorAxis,EllipseSemiminorAxis,Chisq,RiseTime,Peak2Zero,MaxRateRise,Cloud,Distance,Nano
"2021-08-19T00:00:35.205988864-05:00",38.3445,-111.4209,-12,4,5,89.3,0.2,0.2,0.1,3.6,15.8,-4.4,0,,205988864
"2021-08-19T00:01:09.329236224-05:00",38.0262,-112.1069,6,3,3,148.4,0.2,0.2,0.7,5.7,3.6,1.3,1,,329236224
"2021-08-19T00:01:39.896342784-05:00",38.1973,-111.9114,10,4,5,85.4,0.3,0.2,0.5,25.4,3.6,2.1,1,,896342784
"2021-08-19T00:01:39.896361728-05:00",38.1841,-111.8985,10,4,5,66.6,0.4,0.4,0.9,0.0,0.0,0.0,1,,896361728
"2021-08-19T00:01:39.896741120-05:00",38.1947,-111.8844,8,5,7,114.5,0.4,0.4,0.8,0.0,0.0,0.0,1,,896741120
"2021-08-19T00:01:39.897078784-05:00",38.1836,-111.9011,10,4,5,66.2,0.4,0.4,0.9,0.0,0.0,0.0,1,,897078784
"2021-08-19T00:01:39.897478656-05:00",38.1869,-111.9126,17,11,19,44.1,0.2,0.2,1.4,10.8,18.2,4.0,0,,897478656
"2021-08-19T00:02:00.867483904-05:00",38.1782,-112.2424,2,2,1,154.1,5.7,0.2,0.1,3.5,1.4,0.7,1,,867483904
"2021-08-19T00:02:01.365833216-05:00",38.1634,-112.2437,-8,4,5,161.1,0.2,0.2,1.5,7.9,10.4,-1.6,1,,365833216
"2021-08-19T00:02:13.409305600-05:00",38.0093,-112.0925,-9,5,7,79.7,0.2,0.2,0.5,4.3,3.6,-2.4,1,,409305600
"2021-08-19T00:04:29.312520704-05:00",38.3979,-111.4103,-4,3,3,151.0,0.4,0.4,0.1,0.0,0.0,0.0,1,,312520704
"2021-08-19T00:04:29.312559104-05:00",38.3977,-111.4096,-5,3,3,153.6,0.4,0.4,0.1,0.0,0.0,0.0,1,,312559104
"2021-08-19T00:04:29.443110656-05:00",38.3754,-111.3579,-16,16,17,66.7,0.2,0.2,0.3,4.2,15.6,-5.7,0,,443110656
"2021-08-19T00:04:29.465266944-05:00",38.3751,-111.3572,-18,18,17,14.3,0.2,0.2,0.6,3.8,19.0,-8.3,0,,465266944
"2021-08-19T00:04:29.499560192-05:00",38.3757,-111.3568,-14,8,13,73.7,0.2,0.2,1.3,2.1,10.2,-6.9,0,,499560192
"2021-08-19T00:04:29.553555200-05:00",38.3754,-111.3579,-16,12,17,73.2,0.2,0.2,0.3,1.9,10.8,-5.5,0,,553555200
"2021-08-19T00:04:29.623476224-05:00",38.3754,-111.3573,-14,6,9,73.3,0.2,0.2,0.4,3.0,9.0,-5.2,1,,623476224
"2021-08-19T00:04:29.685155584-05:00",38.3753,-111.3572,-16,16,13,69.8,0.2,0.2,0.4,2.6,14.8,-5.2,0,,685155584
"2021-08-19T00:04:29.719323904-05:00",38.3759,-111.3558,-13,6,9,44.4,0.2,0.2,0.3,2.2,11.6,-6.5,1,,719323904
"2021-08-19T00:05:24.240338944-05:00",38.0364,-112.0576,-6,5,7,115.3,0.4,0.4,1.0,0.0,0.0,0.0,1,,240338944
"2021-08-19T00:05:24.240464128-05:00",38.0424,-112.0702,-11,9,15,131.6,0.2,0.2,0.6,14.2,3.6,-2.2,1,,240464128
"2021-08-19T00:05:24.240608256-05:00",38.0401,-112.0642,-9,3,3,147.6,0.4,0.4,0.1,0.0,0.0,0.0,1,,240608256
"2021-08-19T00:05:24.246749952-05:00",38.0484,-112.0679,-29,29,17,110.0,0.2,0.2,0.7,8.1,23.8,-7.0,0,,246749952
"2021-08-19T00:05:24.279355904-05:00",38.0172,-112.0572,-16,19,17,138.9,0.2,0.2,0.7,10.2,15.0,-3.6,0,,279355904
"2021-08-19T00:05:24.279392000-05:00",38.0264,-112.0539,-4,3,3,148.9,0.4,0.4,0.0,0.0,0.0,0.0,1,,279392000
"2021-08-19T00:05:24.314374144-05:00",38.0369,-112.0353,-12,10,15,70.4,0.2,0.2,0.6,5.0,19.2,-3.4,0,,314374144
"2021-08-19T00:06:21.212252928-05:00",38.0481,-112.0585,-31,31,17,96.5,0.2,0.2,0.7,10.1,34.0,-6.0,0,,212252928
"2021-08-19T00:06:21.228136704-05:00",38.0474,-112.0585,-18,24,17,101.8,0.2,0.2,0.6,4.4,13.8,-5.7,0,,228136704
"2021-08-19T00:06:21.228175616-05:00",38.0506,-112.07,-6,3,3,148.4,0.4,0.4,0.1,0.0,0.0,0.0,1,,228175616
"2021-08-19T00:06:21.283236352-05:00",38.0391,-112.0118,-6,3,3,150.5,0.2,0.2,0.5,3.2,20.2,-1.9,0,,283236352
"2021-08-19T00:06:49.842438912-05:00",38.3843,-112.815,-11,6,9,109.4,0.2,0.2,0.9,15.4,17.2,-5.6,0,,842438912
"2021-08-19T00:06:50.557635584-05:00",38.3855,-112.8148,-11,11,17,34.8,0.2,0.2,0.7,14.8,14.6,-3.8,1,,557635584
"2021-08-19T00:06:50.562463488-05:00",38.4423,-112.7679,-9,7,9,21.9,0.3,0.2,1.6,28.6,20.0,-2.8,1,,562463488
"2021-08-19T00:06:50.660825600-05:00",38.3856,-112.8153,-17,19,17,71.6,0.2,0.2,0.4,14.3,15.4,-7.6,0,,660825600
"2021-08-19T00:06:50.866827008-05:00",38.3837,-112.8157,-12,7,11,69.0,0.2,0.2,0.4,13.7,16.0,-5.1,0,,866827008
"2021-08-19T00:08:04.720117248-05:00",38.0259,-112.1332,23,27,17,12.3,0.2,0.2,0.5,13.7,16.8,6.2,0,,720117248
"2021-08-19T00:09:44.552783104-05:00",38.0597,-112.0313,-6,4,5,12.1,0.4,0.4,0.9,0.0,0.0,0.0,1,,552783104
"2021-08-19T00:09:44.552815872-05:00",38.0782,-112.0355,-11,9,11,20.5,0.2,0.2,1.1,8.2,4.4,-1.8,1,,552815872
"2021-08-19T00:09:44.552976640-05:00",38.0589,-112.0328,-6,4,5,13.1,0.5,0.4,0.9,0.0,0.0,0.0,1,,552976640
"2021-08-19T00:10:09.408407552-05:00",38.3843,-112.8173,-5,3,3,116.5,0.2,0.2,0.3,2.4,8.4,-3.0,1,,408407552
"2021-08-19T00:10:09.494321152-05:00",38.3838,-112.8169,-5,3,3,115.8,0.2,0.2,0.2,2.3,16.4,-2.8,1,,494321152
"2021-08-19T00:10:09.512910080-05:00",38.3844,-112.8163,-5,3,3,116.1,0.2,0.2,0.2,3.1,20.4,-2.8,0,,512910080
"2021-08-19T00:10:09.581031168-05:00",38.3837,-112.8155,-6,4,5,124.4,0.2,0.2,0.4,2.8,16.0,-3.2,1,,581031168
"2021-08-19T00:10:09.630533888-05:00",38.3833,-112.8157,-9,3,3,176.4,0.2,0.2,0.2,3.0,31.6,-4.9,0,,630533888
"2021-08-19T00:10:09.677443840-05:00",38.3827,-112.8143,-5,2,1,139.4,2.4,0.2,0.0,2.9,11.6,-2.9,1,,677443840
"2021-08-19T00:10:09.738333952-05:00",38.3838,-112.8161,-7,4,5,147.7,0.2,0.2,0.4,3.4,28.8,-3.7,0,,738333952
"2021-08-19T00:10:09.741719040-05:00",38.3841,-112.8151,-10,4,5,124.8,0.2,0.2,1.4,8.6,27.0,-4.4,0,,741719040
"2021-08-19T00:10:09.812796160-05:00",38.3838,-112.8161,-7,4,5,145.0,0.2,0.2,0.6,4.0,22.4,-3.6,0,,812796160
"2021-08-19T00:10:09.840779776-05:00",38.3833,-112.8131,-8,3,3,102.2,0.2,0.2,0.3,22.4,30.0,-3.1,1,,840779776
"2021-08-19T00:10:09.864015872-05:00",38.3837,-112.8165,-8,4,5,138.7,0.2,0.2,0.3,3.6,10.2,-3.7,1,,864015872
"2021-08-19T00:10:10.045878528-05:00",38.3838,-112.8143,-6,4,5,141.9,0.2,0.2,0.6,6.1,8.4,-1.8,1,,45878528
"2021-08-19T00:10:10.092834560-05:00",38.3834,-112.8157,-6,4,5,130.9,0.2,0.2,0.7,4.5,8.0,-2.0,1,,92834560
"2021-08-19T00:10:10.166609664-05:00",38.3856,-112.8161,-15,11,17,82.1,0.2,0.2,0.3,2.2,8.8,-8.6,1,,166609664
"2021-08-19T00:10:39.734175488-05:00",38.0993,-113.0121,-12,4,5,100.1,0.2,0.2,1.0,1.9,9.2,-6.3,1,,734175488
"2021-08-19T00:10:39.757289728-05:00",38.0995,-113.0134,-6,3,3,110.9,0.3,0.2,1.8,1.5,8.0,-3.6,1,,757289728
"2021-08-19T00:10:39.772399616-05:00",38.0989,-113.0121,-9,4,5,108.1,0.2,0.2,0.8,1.8,10.6,-5.4,0,,772399616
"2021-08-19T00:10:39.792570880-05:00",38.0994,-113.0127,-8,3,3,110.0,0.3,0.2,1.2,1.4,11.2,-4.5,1,,792570880
"2021-08-19T00:12:10.492323072-05:00",38.0384,-112.0454,8,4,5,160.2,0.2,0.2,0.8,14.8,4.2,1.5,1,,492323072
"2021-08-19T00:14:45.204007424-05:00",38.1203,-111.9277,8,2,1,35.0,5.6,0.2,0.2,21.0,4.6,1.8,1,,204007424
"2021-08-19T00:14:45.204491520-05:00",38.0945,-111.9513,7,3,3,72.5,0.4,0.2,0.4,1.8,4.4,2.1,1,,204491520
"2021-08-19T00:17:56.585316096-05:00",38.0732,-111.9461,5,2,1,11.5,4.3,0.2,0.1,22.1,4.8,1.7,1,,585316096
"2021-08-19T00:17:56.870361856-05:00",38.0928,-111.9966,13,11,17,111.3,0.2,0.2,0.6,6.1,14.4,3.7,1,,870361856
"2021-08-19T00:17:56.923938816-05:00",38.0789,-112.0388,-3,2,1,122.7,6.6,0.2,0.1,9.2,4.2,-0.6,1,,923938816
"2021-08-19T00:17:56.929332480-05:00",38.0622,-111.9807,6,3,3,149.8,0.2,0.2,0.5,2.7,2.2,2.2,1,,929332480
"2021-08-19T00:18:36.669286400-05:00",38.0892,-113.0245,57,24,17,129.1,0.2,0.2,0.2,9.1,10.0,18.1,0,,669286400
"2021-08-19T00:18:36.730643456-05:00",38.0885,-112.9444,15,13,17,144.2,0.2,0.2,0.3,8.2,16.2,3.4,1,,730643456
"2021-08-19T00:18:48.777222400-05:00",38.0337,-111.6623,-38,24,17,12.0,0.2,0.2,0.5,17.4,7.2,-7.7,1,,777222400
"2021-08-19T00:18:48.777265920-05:00",38.0569,-111.6779,-25,6,9,153.7,0.4,0.4,1.2,0.0,0.0,0.0,1,,777265920
"2021-08-19T00:19:37.349368832-05:00",38.02,-111.364,6,4,5,1.1,0.2,0.2,0.3,2.1,3.4,2.7,1,,349368832
"2021-08-19T00:19:37.351932928-05:00",38.0247,-111.3705,7,3,3,54.3,0.2,0.2,1.0,8.8,9.8,1.3,1,,351932928
"2021-08-19T00:23:09.365288448-05:00",38.1629,-111.9134,9,8,13,1.1,0.2,0.2,0.4,13.8,7.2,3.0,1,,365288448
"2021-08-19T00:23:09.530932992-05:00",38.1606,-111.9678,38,27,17,147.3,0.2,0.2,0.6,26.4,14.6,6.6,0,,530932992
"2021-08-19T00:23:09.540147968-05:00",38.1378,-111.8684,12,13,15,23.3,0.2,0.2,0.4,2.8,4.4,0.8,1,,540147968
"2021-08-19T00:23:09.548778240-05:00",38.1732,-112.0083,-6,2,1,121.0,3.6,0.2,0.0,3.1,7.8,-2.0,1,,548778240
"2021-08-19T00:23:09.651684352-05:00",38.084,-111.898,-9,3,3,149.8,0.2,0.2,0.9,4.0,15.4,-2.5,0,,651684352
"2021-08-19T00:23:09.694453504-05:00",38.0932,-111.9098,-14,15,17,36.6,0.2,0.2,0.5,5.9,15.0,-3.6,0,,694453504
"2021-08-19T00:23:34.913132800-05:00",38.1623,-113.0315,-7,4,5,128.5,0.2,0.2,1.2,9.1,14.4,-2.4,1,,913132800
"2021-08-19T00:25:38.073706496-05:00",38.0214,-111.9748,-20,29,17,93.0,0.2,0.2,0.7,12.2,15.0,-4.0,0,,73706496
"2021-08-19T00:27:28.393011200-05:00",38.107,-112.0893,3,2,1,122.0,5.6,0.2,0.1,2.4,8.8,1.2,1,,393011200
"2021-08-19T00:27:29.046397440-05:00",38.0042,-111.3124,-15,6,9,68.6,0.4,0.4,1.3,0.0,0.0,0.0,1,,46397440
"2021-08-19T00:27:29.046646528-05:00",38.0294,-111.3008,-24,5,7,26.7,1.3,0.4,1.2,0.0,0.0,0.0,1,,46646528
"2021-08-19T00:28:40.558490624-05:00",38.0174,-111.8644,-13,3,3,77.8,2.3,0.4,0.0,0.0,0.0,0.0,1,,558490624
"2021-08-19T00:28:40.558635264-05:00",38.0235,-111.9593,-13,3,3,167.0,0.4,0.4,0.2,0.0,0.0,0.0,1,,558635264
"2021-08-19T00:30:23.847680256-05:00",38.0694,-111.2778,8,8,13,81.3,0.2,0.2,0.8,23.2,6.0,0.9,1,,847680256
"2021-08-19T00:30:23.848882944-05:00",38.0825,-111.2839,7,3,3,154.9,0.2,0.2,1.4,4.7,5.2,3.4,1,,848882944
"2021-08-19T00:31:17.427033344-05:00",38.0273,-111.9408,-11,8,13,138.4,0.2,0.2,0.5,7.0,3.0,-3.1,1,,427033344
"2021-08-19T00:31:17.427521536-05:00",38.0406,-111.978,-15,2,1,111.5,2.9,0.2,1.5,8.4,7.0,-3.9,1,,427521536
"2021-08-19T00:31:17.427548672-05:00",38.0982,-111.9042,-16,3,3,3.1,0.4,0.4,0.3,0.0,0.0,0.0,1,,427548672
"2021-08-19T00:31:17.427796992-05:00",38.0326,-111.9088,-19,3,3,87.7,2.0,0.2,1.2,25.7,6.4,-4.7,1,,427796992
"2021-08-19T00:31:17.524048640-05:00",38.0271,-111.9563,-18,24,17,80.6,0.2,0.2,0.8,6.2,18.8,-3.7,0,,524048640
"2021-08-19T00:31:17.548320256-05:00",38.0278,-111.9561,-6,3,3,150.4,0.2,0.2,0.9,19.2,23.8,-1.9,1,,548320256
"2021-08-19T00:31:18.499956736-05:00",38.1108,-112.2679,75,30,15,144.8,0.2,0.2,0.8,30.0,22.0,9.3,0,,499956736
"2021-08-19T00:31:20.700814592-05:00",38.5427,-112.1084,10,5,7,158.3,0.2,0.2,0.4,3.9,7.0,4.3,1,,700814592
"2021-08-19T00:31:32.466027520-05:00",38.057,-111.7286,3,2,1,124.3,9.1,0.2,0.2,4.5,5.8,0.9,1,,466027520
"2021-08-19T00:32:53.953474048-05:00",38.2047,-112.8359,-10,4,5,46.7,0.2,0.2,0.6,4.0,9.4,-2.8,1,,953474048
"2021-08-19T00:32:53.968984320-05:00",38.1921,-112.8466,-6,3,3,6.5,0.3,0.2,0.4,2.5,10.0,-1.4,1,,968984320
"2021-08-19T00:32:54.399340800-05:00",38.2005,-112.8374,-11,7,11,96.8,0.2,0.2,0.2,4.4,10.2,-3.0,1,,399340800
"2021-08-19T00:32:54.583363328-05:00",38.3442,-112.6497,11,8,13,161.3,0.2,0.2,1.0,18.2,6.0,0.9,1,,583363328
"2021-08-19T00:32:54.994449152-05:00",38.2054,-112.827,-10,4,5,141.3,0.2,0.2,0.3,3.7,14.0,-3.7,0,,994449152
"2021-08-19T00:32:55.256441344-05:00",38.1788,-112.9124,39,34,17,109.0,0.2,0.2,0.3,11.2,14.8,10.5,0,,256441344
"2021-08-19T00:32:55.521713664-05:00",38.2349,-112.7719,38,32,17,111.3,0.2,0.2,0.3,16.8,21.0,8.1,0,,521713664
"2021-08-19T00:33:31.194754304-05:00",38.5859,-111.1406,-7,7,11,17.4,0.4,0.4,1.4,0.0,0.0,0.0,1,,194754304
"2021-08-19T00:33:31.194777600-05:00",38.5836,-111.1391,-21,9,15,137.0,0.2,0.2,0.7,13.8,5.6,-4.1,1,,194777600
"2021-08-19T00:33:31.194896640-05:00",38.5859,-111.1377,-15,5,7,177.1,0.4,0.4,1.1,0.0,0.0,0.0,1,,194896640
"2021-08-19T00:33:31.209759744-05:00",38.5571,-111.136,-9,2,1,31.0,3.8,0.2,0.3,2.5,16.8,-3.7,0,,209759744
"2021-08-19T00:33:31.287520512-05:00",38.5659,-111.1284,-17,26,17,45.1,0.2,0.2,0.4,10.7,14.4,-3.6,0,,287520512
"2021-08-19T00:34:04.167110144-05:00",38.0444,-111.8807,-9,5,7,81.5,0.4,0.4,1.1,0.0,0.0,0.0,1,,167110144
"2021-08-19T00:34:04.167244544-05:00",38.02,-111.8969,-19,6,9,104.3,0.2,0.2,1.5,23.5,5.2,-5.7,1,,167244544
"2021-08-19T00:34:04.167321600-05:00",38.0449,-111.8811,-10,3,3,80.7,0.4,0.4,0.0,0.0,0.0,0.0,1,,167321600
"2021-08-19T00:34:04.167478784-05:00",38.0441,-111.8771,-9,4,5,82.5,0.4,0.4,0.8,0.0,0.0,0.0,1,,167478784
"2021-08-19T00:34:04.170623744-05:00",38.0214,-111.9052,-29,28,17,31.5,0.2,0.2,0.7,17.4,27.0,-4.1,0,,170623744
"2021-08-19T00:34:04.201469184-05:00",38.0257,-111.9037,-8,5,7,89.5,0.2,0.2,1.4,22.4,15.6,-2.0,1,,201469184
"2021-08-19T00:35:54.373643776-05:00",38.1059,-111.2448,11,7,11,50.6,0.2,0.2,0.9,23.9,9.0,3.2,1,,373643776
"2021-08-19T00:35:54.376047104-05:00",38.1089,-111.2604,13,7,11,154.7,0.2,0.2,1.2,16.8,6.8,2.9,1,,376047104
"2021-08-19T00:35:54.385550336-05:00",38.1017,-111.2397,6,5,7,163.6,0.2,0.2,0.5,14.0,6.0,2.7,1,,385550336
"2021-08-19T00:38:16.516836096-05:00",38.2957,-112.1689,-11,7,11,52.4,0.2,0.2,0.4,1.8,13.6,-6.3,1,,516836096
"2021-08-19T00:38:16.783163648-05:00",38.2986,-112.1656,-9,3,3,139.3,0.2,0.2,0.3,16.1,9.6,-1.1,1,,783163648
"2021-08-19T00:39:09.992072448-05:00",38.6353,-111.1037,6,3,3,160.9,0.4,0.4,0.4,0.0,0.0,0.0,1,,992072448
"2021-08-19T00:39:09.992150272-05:00",38.6353,-111.1029,5,3,3,162.2,0.4,0.4,0.3,0.0,0.0,0.0,1,,992150272
"2021-08-19T00:41:07.430033152-05:00",38.0967,-111.2065,7,3,3,154.6,0.4,0.4,0.1,0.0,0.0,0.0,1,,430033152
"2021-08-19T00:41:07.430983168-05:00",38.084,-111.1955,7,3,3,66.7,0.2,0.2,1.5,14.2,7.2,1.2,1,,430983168
"2021-08-19T00:41:07.433979904-05:00",38.0853,-111.2027,6,3,3,67.6,0.3,0.2,0.3,13.7,6.8,3.0,1,,433979904
"2021-08-19T00:41:47.749076224-05:00",38.0118,-111.3266,-4,3,3,155.1,0.4,0.4,0.0,0.0,0.0,0.0,1,,749076224
"2021-08-19T00:41:47.749230080-05:00",38.0116,-111.3272,-9,5,7,38.7,0.4,0.4,0.5,0.0,0.0,0.0,1,,749230080
"2021-08-19T00:41:47.749377024-05:00",38.0161,-111.3292,-14,4,5,28.5,0.4,0.4,0.7,0.0,0.0,0.0,1,,749377024
"2021-08-19T00:41:47.749510144-05:00",38.0084,-111.3298,-17,3,3,53.8,0.4,0.4,0.1,0.0,0.0,0.0,1,,749510144
"2021-08-19T00:41:47.749580288-05:00",38.0075,-111.3284,-23,5,7,161.9,0.4,0.4,1.0,0.0,0.0,0.0,1,,749580288
"2021-08-19T00:41:47.749651968-05:00",38.0107,-111.3283,-31,8,13,53.4,0.4,0.4,1.1,0.0,0.0,0.0,1,,749651968
"2021-08-19T00:41:47.750318592-05:00",38.0082,-111.3328,-128,25,18,158.2,0.2,0.2,1.0,20.5,28.2,-11.5,0,,750318592
"2021-08-19T00:41:47.804332288-05:00",38.0174,-111.322,-7,4,5,53.9,0.2,0.2,0.5,6.4,18.6,-1.5,1,,804332288
"2021-08-19T00:41:48.098325504-05:00",38.0181,-111.3227,-15,21,17,70.6,0.2,0.2,0.6,9.0,17.8,-2.9,0,,98325504
"2021-08-19T00:41:48.103605760-05:00",38.018,-111.3222,-7,3,3,54.7,0.2,0.2,0.3,4.2,17.2,-1.5,1,,103605760
"2021-08-19T00:41:48.136374272-05:00",38.0183,-111.3217,-10,5,7,115.6,0.2,0.2,0.6,6.1,19.8,-1.9,0,,136374272
"2021-08-19T00:41:48.255758336-05:00",38.0189,-111.3218,-10,5,7,110.1,0.2,0.2,0.4,5.3,12.8,-2.1,0,,255758336
"2021-08-19T00:42:25.883832576-05:00",38.1105,-111.2234,9,4,5,174.6,0.2,0.2,0.6,6.0,8.0,0.8,1,,883832576
"2021-08-19T00:44:38.264007680-05:00",38.2392,-112.7784,8,4,5,9.5,0.3,0.2,0.3,1.9,2.2,3.4,1,,264007680
"2021-08-19T00:44:47.564939264-05:00",38.1058,-111.2085,6,2,1,23.9,8.8,0.2,0.9,1.5,2.8,3.9,1,,564939264
"2021-08-19T00:44:53.769158912-05:00",38.092,-111.3308,-13,7,11,7.7,0.2,0.2,0.5,4.0,24.4,-5.0,0,,769158912
"2021-08-19T00:44:53.797230336-05:00",38.0958,-111.31,-8,4,5,34.2,0.2,0.2,0.6,4.7,17.4,-2.6,0,,797230336
"2021-08-19T00:44:53.841385728-05:00",38.095,-111.3117,-16,25,15,69.5,0.2,0.2,0.4,3.6,22.6,-4.8,0,,841385728
"2021-08-19T00:44:53.858452480-05:00",38.0945,-111.3126,-11,9,13,60.7,0.2,0.2,0.3,3.6,15.8,-4.2,0,,858452480
"2021-08-19T00:47:48.917130752-05:00",38.1391,-111.1694,13,14,17,94.7,0.2,0.2,0.7,24.1,4.2,3.9,1,,917130752
"2021-08-19T00:47:48.920355072-05:00",38.0989,-111.2238,6,3,3,44.5,0.3,0.2,0.2,17.2,4.0,1.8,1,,920355072
"2021-08-19T00:47:49.435156736-05:00",38.0745,-111.1603,-31,33,17,15.7,0.2,0.2,0.4,12.0,15.2,-9.1,0,,435156736
"2021-08-19T00:47:49.435195648-05:00",38.0626,-111.1687,-20,3,3,67.7,0.4,0.4,0.0,0.0,0.0,0.0,1,,435195648
"2021-08-19T00:47:49.435305472-05:00",38.0932,-111.1552,-4,3,3,154.3,0.4,0.4,0.1,0.0,0.0,0.0,1,,435305472
"2021-08-19T00:50:26.147227648-05:00",38.0494,-111.1479,-48,33,17,70.1,0.2,0.2,0.4,15.8,38.0,-15.7,0,,147227648
"2021-08-19T00:50:32.436992000-05:00",38.1266,-111.5599,-11,4,5,57.2,0.2,0.2,0.4,6.5,11.4,-2.8,0,,436992000
"2021-08-19T00:51:46.564657920-05:00",38.1778,-111.2295,3,2,1,157.3,9.8,0.2,0.1,2.0,3.4,1.1,1,,564657920
"2021-08-19T00:52:09.878637312-05:00",38.0424,-112.1792,28,24,17,144.2,0.2,0.2,0.4,18.1,15.4,6.1,0,,878637312
"2021-08-19T00:52:12.118042112-05:00",38.1419,-111.5673,-11,6,9,7.4,0.2,0.2,0.4,4.5,15.0,-3.0,0,,118042112
"2021-08-19T00:52:12.141373696-05:00",38.1409,-111.5557,-11,7,11,84.9,0.2,0.2,0.6,4.7,8.6,-2.4,1,,141373696
"2021-08-19T00:52:12.190408704-05:00",38.1434,-111.5709,-14,11,17,99.0,0.2,0.2,0.4,5.8,30.0,-3.5,0,,190408704
"2021-08-19T00:54:05.535841280-05:00",38.1682,-111.5311,-10,9,15,63.1,0.2,0.2,0.6,5.8,6.0,-1.9,1,,535841280
"2021-08-19T00:54:05.585022720-05:00",38.1717,-111.5323,-12,7,11,152.7,0.2,0.2,0.5,18.4,5.4,-2.9,1,,585022720
"2021-08-19T00:54:05.610098688-05:00",38.1632,-111.5566,-15,11,17,75.8,0.2,0.2,0.5,6.5,6.8,-3.8,1,,610098688
"2021-08-19T00:54:05.688775168-05:00",38.209,-111.5608,-13,4,5,152.2,0.8,0.2,0.2,3.0,20.2,-5.3,0,,688775168
"2021-08-19T00:56:01.190936832-05:00",38.0167,-111.7252,-6,4,5,150.4,0.4,0.4,0.9,0.0,0.0,0.0,1,,190936832
"2021-08-19T00:56:01.191027200-05:00",38.0109,-111.7293,-12,11,15,104.1,0.2,0.2,1.2,10.2,3.8,-1.8,1,,191027200
"2021-08-19T00:56:01.191257344-05:00",38.0061,-111.721,-6,3,3,169.3,0.4,0.4,0.1,0.0,0.0,0.0,1,,191257344
"2021-08-19T00:56:01.191279104-05:00",38.0153,-111.7259,-8,3,3,152.9,0.4,0.4,0.2,0.0,0.0,0.0,1,,191279104
"2021-08-19T00:56:01.191391232-05:00",38.0085,-111.7333,-8,5,7,91.3,0.4,0.4,0.1,0.0,0.0,0.0,1,,191391232
"2021-08-19T00:56:01.193252608-05:00",38.0065,-111.728,-48,25,21,67.6,0.2,0.2,0.9,16.2,25.2,-6.2,0,,193252608
"2021-08-19T00:56:53.741076224-05:00",38.0057,-111.7394,28,16,17,51.0,0.2,0.2,1.5,20.1,7.4,3.4,1,,741076224
"2021-08-19T00:56:53.742594560-05:00",38.0036,-111.7339,7,4,5,92.6,0.2,0.2,1.9,5.6,6.4,2.0,1,,742594560
"2021-08-19T00:57:17.210998016-05:00",38.0035,-111.7259,4,3,3,153.2,0.2,0.2,0.8,9.0,7.4,1.3,1,,210998016
"2021-08-19T00:57:17.217853440-05:00",38.0056,-111.7255,7,3,3,17.2,0.4,0.2,1.9,11.5,12.8,1.6,1,,217853440
"2021-08-19T00:57:53.419926016-05:00",38.3682,-111.1,-13,4,5,51.7,0.7,0.4,0.8,0.0,0.0,0.0,1,,419926016
"2021-08-19T00:57:53.420053504-05:00",38.0979,-111.3644,-9,3,3,86.1,0.4,0.4,0.2,0.0,0.0,0.0,1,,420053504
"2021-08-19T00:57:53.420252672-05:00",38.3668,-111.1009,-17,3,3,53.1,0.8,0.4,0.1,0.0,0.0,0.0,1,,420252672
"2021-08-19T00:57:53.420483584-05:00",38.3655,-111.1011,-13,6,9,116.6,0.2,0.2,0.6,23.7,6.6,-4.9,1,,420483584
"2021-08-19T00:57:53.460889856-05:00",38.3722,-111.093,-8,3,3,162.9,0.2,0.2,0.6,2.1,12.8,-3.9,1,,460889856
"2021-08-19T00:58:05.378909184-05:00",38.1517,-112.8486,-6,4,5,132.8,0.2,0.2,0.3,11.2,21.4,-2.5,0,,378909184
"2021-08-19T00:58:05.874356736-05:00",38.2961,-112.7915,-4,2,1,70.4,2.5,0.2,0.1,13.9,38.8,-1.1,0,,874356736
"2021-08-19T00:58:05.949157120-05:00",38.2395,-112.8035,-5,3,3,120.6,0.2,0.2,1.7,1.8,19.6,-4.1,0,,949157120
"2021-08-19T00:58:06.204025856-05:00",38.2231,-112.8101,-3,2,1,140.1,2.0,0.2,0.1,1.8,25.8,-2.2,0,,204025856
"2021-08-19T00:58:06.931653888-05:00",38.2816,-112.8852,9,9,15,80.5,0.2,0.2,0.5,7.3,17.4,5.1,1,,931653888
"2021-08-19T00:58:26.304773120-05:00",38.0195,-111.7693,-15,3,3,32.1,1.4,0.4,0.1,0.0,0.0,0.0,1,,304773120
"2021-08-19T00:58:26.304805120-05:00",38.025,-111.762,-14,3,3,30.9,1.4,0.4,0.1,0.0,0.0,0.0,1,,304805120
"2021-08-19T00:59:21.779195392-05:00",38.3745,-111.0904,6,3,3,157.4,0.2,0.2,0.6,6.5,2.0,3.4,1,,779195392
"2021-08-19T00:59:21.780267776-05:00",38.3665,-111.0867,-6,3,3,145.8,0.6,0.2,0.3,7.5,94.6,-0.6,1,,780267776
"2021-08-19T00:59:21.781278208-05:00",38.3761,-111.0894,6,4,5,170.9,0.2,0.2,1.6,5.1,8.0,1.7,1,,781278208
"2021-08-19T00:59:41.628815104-05:00",38.013,-111.7303,6,5,7,55.3,0.2,0.2,1.1,7.5,4.4,1.2,1,,628815104
"2021-08-19T00:59:41.629252352-05:00",38.0136,-111.7302,10,10,15,152.8,0.2,0.2,0.8,19.9,5.8,1.6,1,,629252352
